"Sector","Indicator_Group_Code","Indicator_Group_Name","Indicator_Code","Indicator_Name","Disaggregation_Type","Level_Of_Difficulty","Sex","Location","Age","Type_Of_Disability","Country_Code","Country_Name","Time","Data","Units_Of_Measure"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","MDV","Maldives",2009,40.11852189,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","MLI","Mali",2018,37.64177753,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","MRT","Mauritania",2021,19.09694037,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","MUS","Mauritius",2011,37.0528575,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","MEX","Mexico",2020,28.07422149,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","MNG","Mongolia",2020,59.63035852,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","MAR","Morocco",2014,15.16053528,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","MMR","Myanmar",2014,44.73963137,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","NAM","Namibia",2015,56.78155885,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","NPL","Nepal",2022,58.48086104,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","NER","Niger",2018,61.18517922,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","NGA","Nigeria",2018,53.46146342,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","PAK","Pakistan",2020,22.65362591,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","RWA","Rwanda",2021,43.64405949,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","SEN","Senegal",2018,47.18763968,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","SLE","Sierra Leone",2018,65.0119978,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","SOM","Somalia",2022,17.68770608,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","ZAF","South Africa",2016,31.53008024,"Percent"
"Employment and Time Use","empl","Persons (15+ years) employed (% of population group with relevant disability category)","empl_nosome_dfcl_fem","Employment to population ratio (% of female Persons with none or some degree of functional difficulty)","Level of difficulty, Sex","None or some difficulty","Female","All","All","All","LKA","Sri Lanka",2021,30.45714608,"Percent"
